date,hotel_code,room_code,available
2024-09-09,GLRS,CD2,0
2024-09-09,GLRS,CQ1,0
2024-09-09,GLRS,SD2,0
2024-09-09,GLRS,SD2M,0
2024-09-09,GLRS,SQ1,0
2024-09-09,GLRS,SQ1M,0
2024-09-09,GLRS,SQ1MA,0
2024-08-31,GLSC,CD1H,0
2024-08-31,GLSC,CD1HL,0
2024-08-31,GLSC,CD1XX,1
2024-08-31,GLSC,CD2HA,0
2024-08-31,GLSC,CD2XX,0
2024-08-31,GLSC,SD2M,0
2024-08-31,GLSC,SDTM,0
2024-08-31,GLSC,SQ1,0
2024-08-31,GLSC,SQ1M,0
2024-09-01,GLSC,CD1H,0
2024-09-01,GLSC,CD1HL,0
2024-09-01,GLSC,CD1XX,0
2024-09-01,GLSC,CD2HA,0
2024-09-01,GLSC,CD2XX,0
2024-09-01,GLSC,SD2M,0
2024-09-01,GLSC,SDTM,0
2024-09-01,GLSC,SQ1,0
2024-09-01,GLSC,SQ1M,0
2024-09-02,GLSC,CD1H,0
2024-09-02,GLSC,CD1HL,0
2024-09-02,GLSC,CD1XX,0
2024-09-02,GLSC,CD2HA,0
2024-09-02,GLSC,CD2XX,0
2024-09-02,GLSC,SD2M,0
2024-09-02,GLSC,SDTM,0
2024-09-02,GLSC,SQ1,0
2024-09-02,GLSC,SQ1M,0
2024-09-03,GLSC,CD1H,0
2024-09-03,GLSC,CD1HL,0
2024-09-03,GLSC,CD1XX,0
2024-09-03,GLSC,CD2HA,0
2024-09-03,GLSC,CD2XX,0
2024-09-03,GLSC,SD2M,0
2024-09-03,GLSC,SDTM,0
2024-09-03,GLSC,SQ1,0
2024-09-03,GLSC,SQ1M,0
2024-09-04,GLSC,CD1H,0
2024-09-04,GLSC,CD1HL,0
2024-09-04,GLSC,CD1XX,0
2024-09-04,GLSC,CD2HA,0
2024-09-04,GLSC,CD2XX,0
2024-09-04,GLSC,SD2M,0
2024-09-04,GLSC,SDTM,0
2024-09-04,GLSC,SQ1,0
2024-09-04,GLSC,SQ1M,0
2024-09-05,GLSC,CD1H,0
2024-09-05,GLSC,CD1HL,0
2024-09-05,GLSC,CD1XX,0
2024-09-05,GLSC,CD2HA,0
2024-09-05,GLSC,CD2XX,0
2024-09-05,GLSC,SD2M,0
2024-09-05,GLSC,SDTM,0
2024-09-05,GLSC,SQ1,0
2024-09-05,GLSC,SQ1M,0
2024-09-06,GLSC,CD1H,0
2024-09-06,GLSC,CD1HL,0
2024-09-06,GLSC,CD1XX,0
2024-09-06,GLSC,CD2HA,0
2024-09-06,GLSC,CD2XX,0
2024-09-06,GLSC,SD2M,0
2024-09-06,GLSC,SDTM,0
2024-09-06,GLSC,SQ1,0
2024-09-06,GLSC,SQ1M,0
2024-09-07,GLSC,CD1H,0
2024-09-07,GLSC,CD1HL,0
2024-09-07,GLSC,CD1XX,0
2024-09-07,GLSC,CD2HA,0
2024-09-07,GLSC,CD2XX,0
2024-09-07,GLSC,SD2M,0
2024-09-07,GLSC,SDTM,0
2024-09-07,GLSC,SQ1,0
2024-09-07,GLSC,SQ1M,0
2024-09-08,GLSC,CD1H,0
2024-09-08,GLSC,CD1HL,0
2024-09-08,GLSC,CD1XX,0
2024-09-08,GLSC,CD2HA,0
2024-09-08,GLSC,CD2XX,0
2024-09-08,GLSC,SD2M,0
2024-09-08,GLSC,SDTM,0
2024-09-08,GLSC,SQ1,0
2024-09-08,GLSC,SQ1M,0
2024-09-09,GLSC,CD1H,0
2024-09-09,GLSC,CD1HL,0
2024-09-09,GLSC,CD1XX,0
2024-09-09,GLSC,CD2HA,0
2024-09-09,GLSC,CD2XX,0
2024-09-09,GLSC,SD2M,0
2024-09-09,GLSC,SDTM,0
2024-09-09,GLSC,SQ1,0
2024-09-09,GLSC,SQ1M,0
2024-08-31,GLVI,SD1A,0
2024-08-31,GLVI,SK1K,0
2024-08-31,GLVI,SQ1,0
2024-08-31,GLVI,SQ2K,0
2024-08-31,GLVI,XQ2KA,0
2024-08-31,GLVI,XQ2T,0
2024-08-31,GLVI,XXQ2,0
2024-09-01,GLVI,SD1A,0
2024-09-01,GLVI,SK1K,0
2024-09-01,GLVI,SQ1,0
2024-09-01,GLVI,SQ2K,0
2024-09-01,GLVI,XQ2KA,0
2024-09-01,GLVI,XQ2T,0
2024-09-01,GLVI,XXQ2,0
2024-09-02,GLVI,SD1A,0
2024-09-02,GLVI,SK1K,0
2024-09-02,GLVI,SQ1,0
2024-09-02,GLVI,SQ2K,0
2024-09-02,GLVI,XQ2KA,0
2024-09-02,GLVI,XQ2T,0
2024-09-02,GLVI,XXQ2,0
2024-09-03,GLVI,SD1A,0
2024-09-03,GLVI,SK1K,0
2024-09-03,GLVI,SQ1,0
2024-09-03,GLVI,SQ2K,0
2024-09-03,GLVI,XQ2KA,0
2024-09-03,GLVI,XQ2T,0
2024-09-03,GLVI,XXQ2,0
2024-09-04,GLVI,SD1A,0
2024-09-04,GLVI,SK1K,0
2024-09-04,GLVI,SQ1,0
2024-09-04,GLVI,SQ2K,0
2024-09-04,GLVI,XQ2KA,0
2024-09-04,GLVI,XQ2T,0
2024-09-04,GLVI,XXQ2,0
2024-09-05,GLVI,SD1A,0
2024-09-05,GLVI,SK1K,0
2024-09-05,GLVI,SQ1,0
2024-09-05,GLVI,SQ2K,0
2024-09-05,GLVI,XQ2KA,0
2024-09-05,GLVI,XQ2T,0
2024-09-05,GLVI,XXQ2,0
2024-09-06,GLVI,SD1A,0
2024-09-06,GLVI,SK1K,0
2024-09-06,GLVI,SQ1,0
2024-09-06,GLVI,SQ2K,0
2024-09-06,GLVI,XQ2KA,0
2024-09-06,GLVI,XQ2T,0
2024-09-06,GLVI,XXQ2,0
2024-09-07,GLVI,SD1A,0
2024-09-07,GLVI,SK1K,0
2024-09-07,GLVI,SQ1,0
2024-09-07,GLVI,SQ2K,0
2024-09-07,GLVI,XQ2KA,0
2024-09-07,GLVI,XQ2T,0
2024-09-07,GLVI,XXQ2,0
2024-09-08,GLVI,SD1A,0
2024-09-08,GLVI,SK1K,0
2024-09-08,GLVI,SQ1,0
2024-09-08,GLVI,SQ2K,0
2024-09-08,GLVI,XQ2KA,0
2024-09-08,GLVI,XQ2T,0
2024-09-08,GLVI,XXQ2,0
2024-09-09,GLVI,SD1A,0
2024-09-09,GLVI,SK1K,0
2024-09-09,GLVI,SQ1,0
2024-09-09,GLVI,SQ2K,0
2024-09-09,GLVI,XQ2KA,0
2024-09-09,GLVI,XQ2T,0
2024-09-09,GLVI,XXQ2,0
